"Date(UTC)","UnixTimeStamp","Value"
"12/25/2022","1671926400","521911"
"12/26/2022","1672012800","507812"
"12/27/2022","1672099200","520519"
"12/28/2022","1672185600","599310"
"12/29/2022","1672272000","566184"
"12/30/2022","1672358400","583101"
"12/31/2022","1672444800","465696"
"1/1/2023","1672531200","378464"
"1/2/2023","1672617600","398730"
"1/3/2023","1672704000","506572"
"1/4/2023","1672790400","526869"
"1/5/2023","1672876800","513552"
"1/6/2023","1672963200","632342"
"1/7/2023","1673049600","691414"
"1/8/2023","1673136000","598011"
"1/9/2023","1673222400","646707"
"1/10/2023","1673308800","597023"
"1/11/2023","1673395200","612727"
"1/12/2023","1673481600","800235"
"1/13/2023","1673568000","734402"
"1/14/2023","1673654400","737191"
"1/15/2023","1673740800","671002"
"1/16/2023","1673827200","689184"
"1/17/2023","1673913600","602536"
"1/18/2023","1674000000","239760"
"1/19/2023","1674086400","165677"
"1/20/2023","1674172800","197955"
"1/21/2023","1674259200","237165"
"1/22/2023","1674345600","193459"
"1/23/2023","1674432000","187460"
"1/24/2023","1674518400","202276"
"1/25/2023","1674604800","238649"
"1/26/2023","1674691200","204691"
"1/27/2023","1674777600","190139"
"1/28/2023","1674864000","151678"
"1/29/2023","1674950400","158740"
"1/30/2023","1675036800","202742"
"1/31/2023","1675123200","167111"
"2/1/2023","1675209600","212743"
"2/2/2023","1675296000","236961"
"2/3/2023","1675382400","183817"
"2/4/2023","1675468800","151244"
"2/5/2023","1675555200","157104"
"2/6/2023","1675641600","176029"
"2/7/2023","1675728000","178237"
"2/8/2023","1675814400","198285"
"2/9/2023","1675900800","262756"
"2/10/2023","1675987200","280593"
"2/11/2023","1676073600","186101"
"2/12/2023","1676160000","196841"
"2/13/2023","1676246400","223155"
"2/14/2023","1676332800","202642"
"2/15/2023","1676419200","205959"
"2/16/2023","1676505600","264107"
"2/17/2023","1676592000","206760"
"2/18/2023","1676678400","163304"
"2/19/2023","1676764800","225583"
"2/20/2023","1676851200","193188"
"2/21/2023","1676937600","192222"
"2/22/2023","1677024000","264852"
"2/23/2023","1677110400","309646"
"2/24/2023","1677196800","429779"
"2/25/2023","1677283200","286135"
"2/26/2023","1677369600","269707"
"2/27/2023","1677456000","257857"
"2/28/2023","1677542400","194782"
"3/1/2023","1677628800","208587"
"3/2/2023","1677715200","211160"
"3/3/2023","1677801600","205687"
"3/4/2023","1677888000","162656"
"3/5/2023","1677974400","156698"
"3/6/2023","1678060800","160135"
"3/7/2023","1678147200","195612"
"3/8/2023","1678233600","232478"
"3/9/2023","1678320000","278181"
"3/10/2023","1678406400","278979"
"3/11/2023","1678492800","235660"
"3/12/2023","1678579200","227099"
"3/13/2023","1678665600","263892"
"3/14/2023","1678752000","271272"
"3/15/2023","1678838400","307814"
"3/16/2023","1678924800","267288"
"3/17/2023","1679011200","253318"
"3/18/2023","1679097600","249821"
"3/19/2023","1679184000","235239"
"3/20/2023","1679270400","259759"
"3/21/2023","1679356800","261385"
"3/22/2023","1679443200","265773"
"3/23/2023","1679529600","228684"
"3/24/2023","1679616000","234153"
"3/25/2023","1679702400","208785"
"3/26/2023","1679788800","218830"
"3/27/2023","1679875200","238489"
"3/28/2023","1679961600","277360"
"3/29/2023","1680048000","251284"
